id,value
Category,
Category.Art,
Category.Art.Art(8253),
Category.Art.Ceramics(305),
Category.Art.ConceptualArt(1030),
Category.Art.DigitalArt(1346),
Category.Art.Illustration(3175),
Category.Art.Installations(482),
Category.Art.MixedMedia(2757),
Category.Art.Painting(3294),
Category.Art.PerformanceArt(2154),
Category.Art.PublicArt(3077),
Category.Art.Sculpture(1810),
Category.Art.Textiles(276),
Category.Art.VideoArt(194),
Category.Comics,
Category.Comics.Anthologies(405),
Category.Comics.ComicBooks(2743),
Category.Comics.Comics(4996),
Category.Comics.Events(163),
Category.Comics.GraphicNovels(1864),
Category.Comics.Webcomics(648),
Category.Crafts,
Category.Crafts.Candles(429),
Category.Crafts.Crafts(4664),
Category.Crafts.Crochet(162),
Category.Crafts.DIY(1173),
Category.Crafts.Embroidery(113),
Category.Crafts.Glass(138),
Category.Crafts.Knitting(181),
Category.Crafts.Letterpress(38),
Category.Crafts.Pottery(100),
Category.Crafts.Printing(238),
Category.Crafts.Quilts(81),
Category.Crafts.Stationery(219),
Category.Crafts.Taxidermy(13),
Category.Crafts.Weaving(93),
Category.Crafts.Woodworking(1167),
Category.Dance,
Category.Dance.Dance(2322),
Category.Dance.Performances(1013),
Category.Dance.Residencies(69),
Category.Dance.Spaces(200),
Category.Dance.Workshops(164),
Category.Design,
Category.Design.Architecture(760),
Category.Design.CivicDesign(289),
Category.Design.Design(4199),
Category.Design.GraphicDesign(2002),
Category.Design.InteractiveDesign(398),
Category.Design.ProductDesign(22314),
Category.Design.Typography(108),
Category.Fashion,
Category.Fashion.Accessories(3165),
Category.Fashion.Apparel(7166),
Category.Fashion.Childrenswear(483),
Category.Fashion.Couture(275),
Category.Fashion.Fashion(8554),
Category.Fashion.Footwear(931),
Category.Fashion.Jewelry(1239),
Category.Fashion.PetFashion(139),
Category.Fashion.Ready-to-wear(864),
Category.Film&Video,
Category.Film&Video.Action(740),
Category.Film&Video.Animation(2541),
Category.Film&Video.Comedy(2125),
Category.Film&Video.Documentary(16139),
Category.Film&Video.Drama(2179),
Category.Film&Video.Experimental(551),
Category.Film&Video.Family(336),
Category.Film&Video.Fantasy(345),
Category.Film&Video.Festivals(291),
Category.Film&Video.Film&Video(10108),
Category.Film&Video.Horror(1287),
Category.Film&Video.MovieTheaters(232),
Category.Film&Video.MusicVideos(709),
Category.Film&Video.NarrativeFilm(5188),
Category.Film&Video.Romance(190),
Category.Film&Video.ScienceFiction(744),
Category.Film&Video.Shorts(12357),
Category.Film&Video.Television(1015),
Category.Film&Video.Thrillers(746),
Category.Film&Video.Webseries(5762),
Category.Food,
Category.Food.Bacon(221),
Category.Food.CommunityGardens(298),
Category.Food.Cookbooks(540),
Category.Food.Drinks(2422),
Category.Food.Events(655),
Category.Food.Farmer'sMarkets(424),
Category.Food.Farms(1154),
Category.Food.Food(11493),
Category.Food.FoodTrucks(1752),
Category.Food.Restaurants(2819),
Category.Food.SmallBatch(1808),
Category.Food.Spaces(428),
Category.Food.Vegan(588),
Category.Games,
Category.Games.Games(3226),
Category.Games.GamingHardware(428),
Category.Games.LiveGames(1050),
Category.Games.MobileGames(1789),
Category.Games.PlayingCards(2497),
Category.Games.Puzzles(231),
Category.Games.TabletopGames(14180),
Category.Games.VideoGames(11830),
Category.Journalism,
Category.Journalism.Audio(410),
Category.Journalism.Journalism(1747),
Category.Journalism.Photo(196),
Category.Journalism.Print(727),
Category.Journalism.Video(428),
Category.Journalism.Web(1247),
Category.Music,
Category.Music.Blues(268),
Category.Music.Chiptune(35),
Category.Music.ClassicalMusic(2613),
Category.Music.Comedy(19),
Category.Music.Country&Folk(4451),
Category.Music.ElectronicMusic(2170),
Category.Music.Faith(1092),
Category.Music.Hip-Hop(3912),
Category.Music.IndieRock(5657),
Category.Music.Jazz(1850),
Category.Music.Kids(285),
Category.Music.Latin(137),
Category.Music.Metal(717),
Category.Music.Music(15727),
Category.Music.Pop(3350),
Category.Music.Punk(317),
Category.Music.R&B(458),
Category.Music.Rock(6758),
Category.Music.WorldMusic(2102),
Category.Photography,
Category.Photography.Animals(255),
Category.Photography.FineArt(776),
Category.Photography.Nature(574),
Category.Photography.People(1103),
Category.Photography.Photobooks(1580),
Category.Photography.Photography(5752),
Category.Photography.Places(739),
Category.Publishing,
Category.Publishing.Academic(916),
Category.Publishing.Anthologies(379),
Category.Publishing.ArtBooks(2676),
Category.Publishing.Calendars(329),
Category.Publishing.Children'sBooks(6756),
Category.Publishing.Comedy(75),
Category.Publishing.Fiction(9169),
Category.Publishing.Letterpress(11),
Category.Publishing.LiteraryJournals(278),
Category.Publishing.LiterarySpaces(27),
Category.Publishing.Nonfiction(8318),
Category.Publishing.Periodicals(1265),
Category.Publishing.Poetry(1369),
Category.Publishing.Publishing(6018),
Category.Publishing.Radio&Podcasts(923),
Category.Publishing.Translations(153),
Category.Publishing.YoungAdult(821),
Category.Publishing.Zines(391),
Category.Technology,
Category.Technology.3DPrinting(683),
Category.Technology.Apps(6345),
Category.Technology.CameraEquipment(416),
Category.Technology.DIYElectronics(902),
Category.Technology.FabricationTools(250),
Category.Technology.Flight(426),
Category.Technology.Gadgets(2965),
Category.Technology.Hardware(3663),
Category.Technology.Makerspaces(238),
Category.Technology.Robots(572),
Category.Technology.Software(3048),
Category.Technology.Sound(669),
Category.Technology.SpaceExploration(323),
Category.Technology.Technology(6930),
Category.Technology.Wearables(1233),
Category.Technology.Web(3906),
Category.Theater,
Category.Theater.Comedy(101),
Category.Theater.Experimental(373),
Category.Theater.Festivals(548),
Category.Theater.Immersive(330),
Category.Theater.Musical(913),
Category.Theater.Plays(1378),
Category.Theater.Spaces(213),
Category.Theater.Theater(7057),